レアリティ,キャラクター名,カード名,タイプ,所持スキル
R,カレンチャン,トレセン学園,賢さ,"スプリントギア,差しためらい,短距離直線○,仕掛け準備,かく乱,後方釘付,2021.10.28"
R,イナリワン,トレセン学園,パワー,"春ウマ娘○,冬ウマ娘○,徹底マーク○,ペースアップ,鋭い眼光,尻尾上がり,前列狙い,砂塵慣れ,京都レース場○,2021.12.14"
R,アドマイヤベガ,トレセン学園,パワー,"仕掛け抜群,束縛,追込直線○,冷静,策士,先行けん制,2021.12.31"
R,安心沢刺々美,笹針師,友人,"なし,引っ込み思案,コーナー回復×,空回り,あやしげな作戦,ウマ好み,2022.01.11"
R,メジロブライト,トレセン学園,スタミナ,"右回り○,別腹タンク,パス上手,追い上げ,スタミナイーター,深呼吸,2022.02.24"
R,ナリタトップロード,トレセン学園,スピード,"非根幹距離○,良バ場○,内枠得意○,好位追走,抜け出し準備,長距離直線○,ありったけ,テンポアップ,2022.02.24"
R,ミスターシービー,トレセン学園,賢さ,"雨の日○,コーナー加速○,末脚,直線一気,中距離コーナー○,策士,尻尾上がり,早仕掛け,コーナー回復○,まなざし,2022.05.10"
R,ツルマルツヨシ,トレセン学園,根性,"伏兵○,テンポアップ,あやしげな作戦,闘争心,フルスロットル,がんばり屋,2022.07.20"
R,ライトハロー,イベントプロデューサー,友人,"なし,おひとり様○,逃げのコツ○,先行のコツ○,遊びはおしまいっ！,2022.08.24"
R,ダイイチルビー,トレセン学園,パワー,"差し切り体勢,詰め寄り,逃げけん制,逃げ焦り,逃げためらい,抜け駆け禁止,布石,束縛,差し直線○,一匹狼,恐れぬ心,2022.09.20"
R,ケイエスミラクル,トレセン学園,根性,"上昇気流,短距離コーナー○,善後策,先行直線○,先行のコツ○,攻めの姿勢,軽い足取り,2022.09.20"
R,シンボリクリスエス,トレセン学園,スタミナ,"コーナー回復○,差し切り体勢,長距離直線○,パス上手,差しコーナー○,十万バリキ,恐れぬ心,がむしゃら,曇りの日○,2022.10.19"
R,タニノギムレット,トレセン学園,パワー,"良バ場○,直線一気,上昇気流,ホークアイ,ワンチャンス,前のめり,追込のコツ○,2022.10.19"
R,サクラローレル,トレセン学園,スタミナ,"春ウマ娘○,冬ウマ娘○,晴れの日○,深呼吸,長距離コーナー○,スタミナイーター,小休憩,マイペース,がむしゃら,先行けん制,2022.11.28"
R,ヤマニンゼファー,トレセン学園,根性,"秋ウマ娘○,伏兵○,コーナー加速○,マイルコーナー○,ギアシフト,負けん気,中距離コーナー○,先行のコツ○,向上心,2022.12.20"
R,アストンマーチャン,トレセン学園,スピード,"道悪○,先駆け,短距離直線○,抜け駆け禁止,危険回避,リスタート,地固め,軽い足取り,2023.01.20"
R,カツラギエース,トレセン学園,スピード,"東京レース場○,急ぎ足,食い下がり,中距離直線○,逃げコーナー○,先頭プライド,向上心,確かな足取り,粘り腰,地固め,2023.02.24"
R,メジロラモーヌ,トレセン学園,賢さ,"直線巧者,集中力,マイル直線○,マイルコーナー○,ギアシフト,中距離直線○,ありったけ,確かな足取り,しとやかな足取り,中距離コーナー○,2023.02.24"
R,ジャングルポケット,トレセン学園,スピード,"差しコーナー○,追込コーナー○,早仕掛け,ワンチャンス,恐れぬ心,キレる脚,切れ味,がむしゃら,2023.02.24"
R,コパノリッキー,トレセン学園,根性,"大井レース場○,先行のコツ○,レコメンド,前列狙い,船橋レース場○,盛岡レース場○,交流重賞○,砂浴び○,明るい兆し,2023.06.19"
R,ワンダーアキュート,トレセン学園,パワー,"負けん気,レコメンド,前列狙い,船橋レース場○,ナイター○,まっしぐら,砂浴び○,泥遊び○,圧迫感,踏み込み上手,2023.07.21"
R,佐岳メイ,URA職員,友人,"なし,一匹狼,直線巧者,折れない心,2023.08.24"
R,タップダンスシチー,トレセン学園,根性,"内枠得意○,先駆け,急ぎ足,押し切り準備,逃げコーナー○,先頭プライド,勢い任せ,2023.09.29"
R,サウンズオブアース,トレセン学園,スタミナ,"直線回復,垂れウマ回避,末脚,スリップストリーム,遊びはおしまいっ！,中盤巧者,序盤巧者,ロックオン,2023.11.20"
R,ヴィルシーナ,トレセン学園,根性,"東京レース場○,根幹距離○,ポジションセンス,急ぎ足,二の矢,積極策,2023.11.20"
R,ヴィブロス,トレセン学園,不明,2023.12.20
R,ロイスアンドロイス,トレセン学園,不明,2023.12.20
R,ドゥラメンテ,トレセン学園,不明,2023.12.28
R,ホッコータルマエ,トレセン学園,不明,2024.01.19
R,ノースフライト,トレセン学園,不明,2024.01.31
R,オルフェーヴル,トレセン学園,根性,"コーナー巧者○,垂れウマ回避,尻尾上がり,遊びはおしまいっ！,快速,込み上げる熱,渾身の足取り,型破り,2024.02.24"
R,ジェンティルドンナ,トレセン学園,スピード,"良バ場○,直線巧者,末脚,スタミナキープ,がんばり屋,ウマ好み,しとやかな足取り,下り坂巧者,2024.02.24"
R,都留岐涼花,プロデューサー,不明,2024.02.24
R,シュヴァルグラン,トレセン学園,スタミナ,"スタミナキープ,抜け出し準備,内弁慶,長距離直線○,長距離コーナー○,先行直線○,攻めの姿勢,本領発揮,勝利に向かって,2024.03.21"
R,ラインクラフト,トレセン学園,根性,"阪神レース場○,抜け出し準備,積極策,マイル直線○,アクセラレーション,負けん気,スピードイーター,マイルコーナー○,2024.03.21"
R,ネオユニヴァース,トレセン学園,賢さ,"根幹距離○,中距離コーナー○,ウマ好み,ありったけ,前のめり,自制心,型破り,イグニッション,進出開始,2024.04.09"
R,ヒシミラクル,トレセン学園,スタミナ,"差し切り体勢,深呼吸,スタミナイーター,小休憩,ロックオン,大急ぎ,進出開始,マイペース,2024.04.30"
R,ノーリーズン,トレセン学園,根性,"伏兵○,直線加速,がんばり屋,小休憩,闘争心,食らいつき,自信家,ありったけ,2024.04.30"
R,ダンツフレーム,トレセン学園,賢さ,"ペースアップ,中距離直線○,イナズマステップ,ウマ好み,ありったけ,闘争心,食らいつき,中盤巧者,2024.05.10"
R,秋川理事長,トレセン学園,友人,"なし,直線巧者,中盤巧者,ウマ好み,2024.06.26"
R,スティルインラブ,トレセン学園,スピード,"コーナー巧者○,直線巧者,垂れウマ回避,中距離コーナー○,尻尾上がり,遊びはおしまいっ！,品行方正,滾る想い,しとやかな足取り,2024.08.24"
R,ブエナビスタ,トレセン学園,根性,"コーナー加速○,直線加速,ペースアップ,上昇気流,負けん気,気合十分,自信家,溢れる情熱,2024.08.24"
R,エスポワールシチー,トレセン学園,パワー,"負けん気,遊びはおしまいっ！,交流重賞○,明るい兆し,砂浴び○,踏み込み上手,パイオニア,ダートコーナー○,裏腹なキモチ,砂払い,2024.09.10"
R,シーザリオ,トレセン学園,賢さ,"根幹距離○,ペースアップ,末脚,ありったけ,闘争心,食らいつき,会心の一歩,2024.09.20"
R,ブラストワンピース,トレセン学園,根性,"コーナー巧者○,スタミナキープ,先行直線○,ウマ好み,攻めの姿勢,狙いを定めて,決定打,地道に重ねて,己を信じて,長距離直線○,2024.12.10"
R,バブルガムフェロー,トレセン学園,スピード,"ペースアップ,臨機応変,栄養補給,向上心,序盤巧者,飛躍の予感,真っ向勝負,2024.12.10"
R,アーモンドアイ,トレセン学園,スピード,"コーナー巧者○,直線巧者,垂れウマ回避,ウマ好み,尻尾上がり,探究心,飛躍の予感,さらなる高みへ,躍動,憧れを超えて,品行方正,2025.02.24"
R,ラッキーライラック,トレセン学園,賢さ,"非根幹距離○,コーナー加速○,食い下がり,中距離コーナー○,軽やかステップ,自信家,光差す方へ,克己心,2025.02.24"
R,グランアレグリア,トレセン学園,パワー,"根幹距離○,上昇気流,気合十分,快速,自信家,胸の高鳴り,一歩ずつ前へ,マイル直線○,2025.02.24"
R,ドリームジャーニー,トレセン学園,スピード,"右回り○,垂れウマ回避,仕掛け抜群,追込コーナー○,早仕掛け,たぎる血潮,推力十分,惜しみなし,影踏み,捕捉,2025.03.31"
R,デアリングタクト,トレセン学園,賢さ,"春ウマ娘○,位置取り押し上げ,差し直線○,十万バリキ,下り坂巧者,キレる脚,溢れる情熱,進出開始,駆け降り,押し通る！,一歩ずつ前へ,2025.04.10"
R,デアリングハート,トレセン学園,パワー,"ペースアップ,臨機応変,抜け出し準備,積極策,ギアシフト,負けん気,シンパシー,風切り,アグレッシブ,2025.04.10"
R,トランセンド,トレセン学園,根性,"地固め,遊びはおしまいっ！,レコメンド,前列狙い,踏み込み上手,パイオニア,ダート直線○,ダートコーナー○,裏腹なキモチ,砂蹴り,2025.04.30"
R,カレンブーケドール,トレセン学園,スタミナ,"コーナー回復○,ペースアップ,好位追走,軽やかステップ,栄養補給,攻めの姿勢,勝利に向かって,飛躍の予感,光差す方へ,さらなる高みへ,2025.05.12"
R,エアメサイア,トレセン学園,賢さ,"根幹距離○,臨機応変,位置取り押し上げ,がんばり屋,登山家,端緒,駆け降り,差し切り体勢,2025.05.30"
R,タッカーブライン,無人島PJ責任者,友人,2025.06.27
R,フサイチパンドラ,トレセン学園,スピード,2025.07.22
R,ウインバリアシオン,トレセン学園,賢さ,2025.07.31
R,ステイゴールド,トレセン学園,根性,2025.08.24
R,アドマイヤグルーヴ,トレセン学園,スピード,2025.08.24
R,クロノジェネシス,トレセン学園,賢さ,2025.08.24
R,カルストンライトオ,トレセン学園,スピード,2025.08.29
R,デュランダル,トレセン学園,賢さ,2025.08.29
R,サクラチトセオー,トレセン学園,スピード,2025.10.10
R,保科健子,ゆこま旅館女将,友人,2025.10.29
R,フェノーメノ,トレセン学園,スタミナ,2025.11.28
